clause_id,doc_id,section,text,subject_gt,obligation_gt,condition_gt,threshold_gt,deadline_gt,exception_gt,human_reviewed
OBL-0535,basel3,Section XI,"In addition, methods and data for
estimating PD, LGD, and EL must comply with the existing risk quantification standards for retail exposures.","methods and data for estimating PD, LGD, and EL",must comply with the existing risk quantification standards,for retail exposures,,,,TRUE
OBL-0536,basel3,Section XI,"The purchasing bank must determine whether the data provided
by the seller are consistent with expectations agreed upon by both parties concerning, for example, the
type, volume and on-going quality of receivables purchased.",The purchasing bank,"must determine whether the data provided by the seller are consistent with expectations agreed upon by both parties concerning the type, volume and on-going quality of receivables purchased",,,,,TRUE
OBL-0537,basel3,Section XI,"The structure of the facility must ensure that under all foreseeable circumstances the bank has
effective ownership and control of the cash remittances from the receivables, including incidences of seller
or servicer distress and bankruptcy.",bank,must ensure effective ownership and control of cash remittances from receivables through proper facility structure,under all foreseeable circumstances including incidences of seller or servicer distress and bankruptcy,,,,TRUE
OBL-0538,basel3,Section XI,"When the obligor makes payments directly to a seller or servicer, the
bank must verify regularly that payments are forwarded completely and within the contractually agreed
terms.",bank,must verify regularly that payments are forwarded completely and within the contractually agreed terms,When the obligor makes payments directly to a seller or servicer,,within the contractually agreed terms,,TRUE
OBL-0539,basel3,Section XI,"The bank must be able to monitor both the quality of the receivables and the financial condition
of the seller and servicer.",The bank,must be able to monitor both the quality of the receivables and the financial condition of the seller and servicer,,,,,TRUE
OBL-0540,basel3,Section XI,"In particular:
• The bank must (a) assess the correlation among the quality of the receivables and the financial
condition of both the seller and servicer, and (b) have in place internal policies and procedures
that provide adequate safeguards to protect against such contingencies, including the
assignment of an internal risk rating for each seller and servicer.",The bank,"must (a) assess the correlation among the quality of the receivables and the financial condition of both the seller and servicer, and (b) have in place internal policies and procedures that provide adequate safeguards to protect against such contingencies, including the assignment of an internal risk rating for each seller and servicer",,,,,TRUE
OBL-0541,basel3,Section XI,"• The bank must have clear and effective policies and procedures for determining seller and
servicer eligibility.",The bank,must have clear and effective policies and procedures for determining seller and servicer eligibility,,,,,TRUE
OBL-0542,basel3,Section XI,"The bank or its agent must conduct periodic reviews of sellers and servicers in
Basel III: Finalising post-crisis reforms 101
order to verify the accuracy of reports from the seller/servicer, detect fraud or operational
weaknesses, and verify the quality of the seller’s credit policies and servicer’s collection policies
and procedures.",The bank or its agent,"must conduct periodic reviews of sellers and servicers in order to verify the accuracy of reports from the seller/servicer, detect fraud or operational weaknesses, and verify the quality of the seller's credit policies and servicer's collection policies and procedures",,,periodic,,TRUE
OBL-0543,basel3,Section XI,The findings of these reviews must be well documented.,The findings of these reviews,must be well documented,The findings of these reviews,,,,TRUE
OBL-0544,basel3,Section XI,"• The bank must have the ability to assess the characteristics of the receivables pool, including: (a)
over-advances;",The bank,"must have the ability to assess the characteristics of the receivables pool, including over-advances",,,,,TRUE
OBL-0545,basel3,Section XI,"• The bank must have effective policies and procedures for monitoring on an aggregate basis
single-obligor concentrations both within and across receivables pools.",The bank,must have effective policies and procedures for monitoring on an aggregate basis single-obligor concentrations both within and across receivables pools,,,,,TRUE
